"","group1","group2","statistic","p.value","alternative","distribution","p.adjust.method","test","expression","variable","p.value.sig"
"516","SIMGI_Zorraquin_et_al_2021","TIM-2_Vieira_et_al_2021",1.79600126880762,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"517","TIM-2_Larsen_et_al_2019","ARCOL_Leclerc_et_al_2021",2.96986198807449,0.214512167620492,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.21"")","InvSimpson","n.s."
"518","TIM-2_Larsen_et_al_2019","Infors_Reese_et_al_2018",2.1294380126442,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"519","TIM-2_Larsen_et_al_2019","M-ARCOL_Deschamps_et_al_2020",2.49946467800192,0.77116280658581,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.77"")","InvSimpson","n.s."
"520","TIM-2_Larsen_et_al_2019","PolyFermS_Pham_et_al_2019",8.27407356929561,1.65706514810852e-14,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.66e-14"")","InvSimpson","***"
"521","TIM-2_Larsen_et_al_2019","TIM-2_Vieira_et_al_2021",0.109833701052957,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"522","TIM-2_Vieira_et_al_2021","ARCOL_Leclerc_et_al_2021",2.45823482312665,0.837731077582243,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.84"")","InvSimpson","n.s."
"523","TIM-2_Vieira_et_al_2021","Infors_Reese_et_al_2018",1.85667190920186,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"524","TIM-2_Vieira_et_al_2021","M-ARCOL_Deschamps_et_al_2020",2.08153469428906,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"525","TIM-2_Vieira_et_al_2021","PolyFermS_Pham_et_al_2019",6.87319661422786,0.000000000759625215113144,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.60e-10"")","InvSimpson","***"
"526","batch_Bas-Bellver_et_al_2020","ARCOL_Leclerc_et_al_2021",4.96230009795646,0.0000710565145906469,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.11e-05"")","InvSimpson","***"
"527","batch_Bas-Bellver_et_al_2020","Infors_Reese_et_al_2018",2.94539601281932,0.225779082406824,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.23"")","InvSimpson","n.s."
"528","batch_Bas-Bellver_et_al_2020","M-ARCOL_Deschamps_et_al_2020",2.96963511740029,0.214512167620492,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.21"")","InvSimpson","n.s."
"529","batch_Bas-Bellver_et_al_2020","M-SHIME_Abbeele_2021",4.44648136186097,0.00082923824720482,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.29e-04"")","InvSimpson","***"
"530","batch_Bas-Bellver_et_al_2020","M-SHIME_Chassaing_et_al_2017",2.99215063125066,0.202224264341366,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.20"")","InvSimpson","n.s."
"531","batch_Bas-Bellver_et_al_2020","PolyFermS_Pham_et_al_2019",0.673150683201086,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"532","batch_Bas-Bellver_et_al_2020","SHIME_Firrman_et_al_2021",0.0854859501042508,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"533","batch_Bas-Bellver_et_al_2020","SHIME_Liu_et_al_2022",0.375537212450037,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"534","batch_Bas-Bellver_et_al_2020","SHIME_Ma_et_al_2022",4.77572639716241,0.000179059711631247,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.79e-04"")","InvSimpson","***"
"535","batch_Bas-Bellver_et_al_2020","SIMGI_Zorraquin_et_al_2021",0.658896971185001,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"536","batch_Bas-Bellver_et_al_2020","TIM-2_Larsen_et_al_2019",3.87327424321004,0.00891277878307856,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.91e-03"")","InvSimpson","**"
"537","batch_Bas-Bellver_et_al_2020","TIM-2_Vieira_et_al_2021",3.78381342279326,0.0123554895294127,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.01"")","InvSimpson","*"
"538","batch_Bas-Bellver_et_al_2020","batch_Elmen_et_al_2020",3.10939044072437,0.140605348467328,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.14"")","InvSimpson","n.s."
"539","batch_Bas-Bellver_et_al_2020","batch_Kim_et_al_2022",1.26296496811328,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"540","batch_Bas-Bellver_et_al_2020","batch_Kleigrewe_et_al_2022",3.35797403837299,0.0604573100994108,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.06"")","InvSimpson","n.s."
"541","batch_Bas-Bellver_et_al_2020","batch_Korth_et_al_2022",0.551392765960257,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"542","batch_Bas-Bellver_et_al_2020","single_stage_Xu_et_al_ 2019",2.64456702937631,0.539850329734587,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.54"")","InvSimpson","n.s."
"543","batch_Elmen_et_al_2020","ARCOL_Leclerc_et_al_2021",4.20290647051154,0.00231888348891506,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.32e-03"")","InvSimpson","**"
"544","batch_Elmen_et_al_2020","Infors_Reese_et_al_2018",0.308097830236343,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"545","batch_Elmen_et_al_2020","M-ARCOL_Deschamps_et_al_2020",0.409999653369748,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"546","batch_Elmen_et_al_2020","M-SHIME_Abbeele_2021",3.28002092257367,0.0788875352936168,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.08"")","InvSimpson","n.s."
"547","batch_Elmen_et_al_2020","M-SHIME_Chassaing_et_al_2017",0.502000830788144,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"548","batch_Elmen_et_al_2020","PolyFermS_Pham_et_al_2019",5.78406871408304,0.000000802066486945914,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""8.02e-07"")","InvSimpson","***"
"549","batch_Elmen_et_al_2020","SHIME_Firrman_et_al_2021",6.87614543266376,0.000000000756372795453747,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.56e-10"")","InvSimpson","***"
"550","batch_Elmen_et_al_2020","SHIME_Liu_et_al_2022",4.23683932179033,0.00201752529450558,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.02e-03"")","InvSimpson","**"
"551","batch_Elmen_et_al_2020","SHIME_Ma_et_al_2022",3.78860785616896,0.0122709995025433,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.01"")","InvSimpson","*"
"552","batch_Elmen_et_al_2020","SIMGI_Zorraquin_et_al_2021",1.31241832700233,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"553","batch_Elmen_et_al_2020","TIM-2_Larsen_et_al_2019",1.92860305462156,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"554","batch_Elmen_et_al_2020","TIM-2_Vieira_et_al_2021",1.65610021746074,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"555","batch_Elmen_et_al_2020","batch_Kim_et_al_2022",11.7157432442513,1.52436646677656e-29,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.52e-29"")","InvSimpson","***"
"556","batch_Elmen_et_al_2020","batch_Kleigrewe_et_al_2022",0.884093720479351,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"557","batch_Elmen_et_al_2020","batch_Korth_et_al_2022",8.24616836160818,2.07713826579124e-14,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.08e-14"")","InvSimpson","***"
"558","batch_Elmen_et_al_2020","single_stage_Xu_et_al_ 2019",1.10032629504957,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"559","batch_Kim_et_al_2022","ARCOL_Leclerc_et_al_2021",14.1648385760923,2.28333123030707e-43,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.28e-43"")","InvSimpson","***"
"560","batch_Kim_et_al_2022","Infors_Reese_et_al_2018",10.5744166364464,5.52165799321604e-24,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""5.52e-24"")","InvSimpson","***"
"561","batch_Kim_et_al_2022","M-ARCOL_Deschamps_et_al_2020",11.8714560070316,2.41488213231045e-30,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.41e-30"")","InvSimpson","***"
"562","batch_Kim_et_al_2022","M-SHIME_Abbeele_2021",15.1525118759305,1.10846407418289e-49,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.11e-49"")","InvSimpson","***"
"563","batch_Kim_et_al_2022","M-SHIME_Chassaing_et_al_2017",13.3195293587055,2.65558940465035e-38,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.66e-38"")","InvSimpson","***"
"564","batch_Kim_et_al_2022","PolyFermS_Pham_et_al_2019",4.96073457731933,0.0000710565145906469,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.11e-05"")","InvSimpson","***"
"565","batch_Kim_et_al_2022","SHIME_Firrman_et_al_2021",2.6599338143809,0.523645254211581,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.52"")","InvSimpson","n.s."
"566","batch_Kim_et_al_2022","SHIME_Liu_et_al_2022",2.7101314225104,0.457344560161781,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.46"")","InvSimpson","n.s."
"567","batch_Kim_et_al_2022","SHIME_Ma_et_al_2022",13.6397983659812,3.48302570963745e-40,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.48e-40"")","InvSimpson","***"
"568","batch_Kim_et_al_2022","SIMGI_Zorraquin_et_al_2021",1.61815855496033,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"569","batch_Kim_et_al_2022","TIM-2_Larsen_et_al_2019",15.6314996525309,6.79662506037748e-53,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""6.80e-53"")","InvSimpson","***"
"570","batch_Kim_et_al_2022","TIM-2_Vieira_et_al_2021",12.1944710787579,4.85679083107499e-32,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.86e-32"")","InvSimpson","***"
"571","batch_Kim_et_al_2022","batch_Kleigrewe_et_al_2022",8.95908464184884,4.32147892818399e-17,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.32e-17"")","InvSimpson","***"
"572","batch_Kim_et_al_2022","batch_Korth_et_al_2022",6.66827822226695,0.00000000307997925375882,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.08e-09"")","InvSimpson","***"
"573","batch_Kim_et_al_2022","single_stage_Xu_et_al_ 2019",10.2386787235437,1.86257099100978e-22,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.86e-22"")","InvSimpson","***"
"574","batch_Kleigrewe_et_al_2022","ARCOL_Leclerc_et_al_2021",2.43391752436517,0.881247482508161,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.88"")","InvSimpson","n.s."
"575","batch_Kleigrewe_et_al_2022","Infors_Reese_et_al_2018",1.08349193968311,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"576","batch_Kleigrewe_et_al_2022","M-ARCOL_Deschamps_et_al_2020",1.19097378639708,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"577","batch_Kleigrewe_et_al_2022","M-SHIME_Abbeele_2021",1.48392489660527,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"578","batch_Kleigrewe_et_al_2022","M-SHIME_Chassaing_et_al_2017",1.2797672231387,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"579","batch_Kleigrewe_et_al_2022","PolyFermS_Pham_et_al_2019",5.08657621197535,0.000038281451567735,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.83e-05"")","InvSimpson","***"
"580","batch_Kleigrewe_et_al_2022","SHIME_Firrman_et_al_2021",6.06426479416788,0.000000148465642593152,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.48e-07"")","InvSimpson","***"
"581","batch_Kleigrewe_et_al_2022","SHIME_Liu_et_al_2022",4.26861949765971,0.00180951534680884,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.81e-03"")","InvSimpson","**"
"582","batch_Kleigrewe_et_al_2022","SHIME_Ma_et_al_2022",2.12665577756617,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"583","batch_Kleigrewe_et_al_2022","SIMGI_Zorraquin_et_al_2021",1.59316079915008,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"584","batch_Kleigrewe_et_al_2022","TIM-2_Larsen_et_al_2019",0.369414982509061,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"585","batch_Kleigrewe_et_al_2022","TIM-2_Vieira_et_al_2021",0.406313913052076,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"586","batch_Kleigrewe_et_al_2022","batch_Korth_et_al_2022",6.11521436064626,0.000000109927072026857,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.10e-07"")","InvSimpson","***"
"587","batch_Kleigrewe_et_al_2022","single_stage_Xu_et_al_ 2019",1.67163466671922,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"588","batch_Korth_et_al_2022","ARCOL_Leclerc_et_al_2021",11.4172312748354,4.90471770883214e-28,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""4.90e-28"")","InvSimpson","***"
"589","batch_Korth_et_al_2022","Infors_Reese_et_al_2018",7.08764021558986,0.000000000169158396712036,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.69e-10"")","InvSimpson","***"
"590","batch_Korth_et_al_2022","M-ARCOL_Deschamps_et_al_2020",8.32232019496478,1.1127270892441e-14,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.11e-14"")","InvSimpson","***"
"591","batch_Korth_et_al_2022","M-SHIME_Abbeele_2021",12.3420260470502,7.9064206081778e-33,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.91e-33"")","InvSimpson","***"
"592","batch_Korth_et_al_2022","M-SHIME_Chassaing_et_al_2017",9.97724315075697,2.66490181250104e-21,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""2.66e-21"")","InvSimpson","***"
"593","batch_Korth_et_al_2022","PolyFermS_Pham_et_al_2019",0.436558240385045,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"594","batch_Korth_et_al_2022","SHIME_Firrman_et_al_2021",1.60619017853383,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"595","batch_Korth_et_al_2022","SHIME_Liu_et_al_2022",0.197568895176773,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"596","batch_Korth_et_al_2022","SHIME_Ma_et_al_2022",10.8441178695558,3.02002135598389e-25,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.02e-25"")","InvSimpson","***"
"597","batch_Korth_et_al_2022","SIMGI_Zorraquin_et_al_2021",0.422060870420455,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"598","batch_Korth_et_al_2022","TIM-2_Larsen_et_al_2019",12.9494529753564,3.50218652627116e-36,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.50e-36"")","InvSimpson","***"
"599","batch_Korth_et_al_2022","TIM-2_Vieira_et_al_2021",9.06075502013387,1.73597900071264e-17,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.74e-17"")","InvSimpson","***"
"600","batch_Korth_et_al_2022","single_stage_Xu_et_al_ 2019",6.56101051137562,0.00000000625298931350349,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""6.25e-09"")","InvSimpson","***"
"601","single_stage_Xu_et_al_ 2019","ARCOL_Leclerc_et_al_2021",5.08089739937582,0.000039068222357701,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.91e-05"")","InvSimpson","***"
"602","single_stage_Xu_et_al_ 2019","Infors_Reese_et_al_2018",0.735353169606626,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"603","single_stage_Xu_et_al_ 2019","M-ARCOL_Deschamps_et_al_2020",0.744550844496756,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"604","single_stage_Xu_et_al_ 2019","M-SHIME_Abbeele_2021",4.30492495691542,0.00157019808834976,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.57e-03"")","InvSimpson","**"
"605","single_stage_Xu_et_al_ 2019","M-SHIME_Chassaing_et_al_2017",0.766861005901386,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"606","single_stage_Xu_et_al_ 2019","PolyFermS_Pham_et_al_2019",4.61155277332046,0.000387681993559538,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.88e-04"")","InvSimpson","***"
"607","single_stage_Xu_et_al_ 2019","SHIME_Firrman_et_al_2021",5.80448206868909,0.000000716674490956821,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""7.17e-07"")","InvSimpson","***"
"608","single_stage_Xu_et_al_ 2019","SHIME_Liu_et_al_2022",3.48982059470259,0.0381842481881828,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.04"")","InvSimpson","*"
"609","single_stage_Xu_et_al_ 2019","SHIME_Ma_et_al_2022",4.66677579245634,0.000299843620001046,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""3.00e-04"")","InvSimpson","***"
"610","single_stage_Xu_et_al_ 2019","SIMGI_Zorraquin_et_al_2021",1.00522206044412,1,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""1.00"")","InvSimpson","n.s."
"611","single_stage_Xu_et_al_ 2019","TIM-2_Larsen_et_al_2019",3.10740933475851,0.140605348467328,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.14"")","InvSimpson","n.s."
"612","single_stage_Xu_et_al_ 2019","TIM-2_Vieira_et_al_2021",2.62749474202013,0.559105112568394,"two.sided","z","Holm","Dunn","list(italic(p)[""Holm"" - adj.] == ""0.56"")","InvSimpson","n.s."
